CBPDCNNC-N48GE2C-RT01;E102/1/18;1556;SLANC-UPM-iaunsw552-Utility_Server
CBPDCNNC-N48GE2C-RT01;E102/1/19;1238;SLANC-UPM-iaunsw240-Utility_Server
CBPDCNNC-N48GE2C-RT01;E102/1/2;257;SLANC-UPM-iaunsw447-Utility_Server
CBPDCNNC-N48GE2C-RT01;E102/1/20;153;SLANC-UPM-iaunsw528-Utility_Server
CBPDCNNC-N48GE2C-RT01;E102/1/21;153;SLANC-UPM-iaunsw529-Utility_Server
CBPDCNNC-N48GE2C-RT01;E102/1/22;1100;SLANC-UPM-iaunsw532-Utility_Server
CBPDCNNC-N48GE2C-RT01;E102/1/23;1100;SLANC-UPM-iaunsw533-Utility_Server
CBPDCNNC-N48GE2C-RT01;E102/1/3;257;SLANC-UPM-iaunsw445-Utility_Server
CBPDCNNC-N48GE2C-RT01;E102/1/4;257;SLANC-UPM-iaunsw445-Utility_Server
CBPDCNNC-N48GE2C-RT01;E102/1/5;1233;SLANC-UPM-aaunswh20-Utility_Server
CBPDCNNC-N48GE2C-RT01;E102/1/6;21;SLANC-UPM-aaunswv22-Utility_Server
CBPDCNNC-N48GE2C-RT01;E102/1/7;21;SLANC-UPM-aaunswv23-Utility_Server
CBPDCNNC-N48GE2C-RT01;E102/1/8;21;SLANC-UPM-aaunswv24-Utility_Server
CBPDCNNC-N48GE2C-RT01;E102/1/9;21;SLANC-UPM-aaunswv25-Utility_Server
